id,__label__dan_Latn,link,text_lang,video_lang
freMH-sbEJ4,0.3961901366710663,https://youtube.com/watch?v=freMH-sbEJ4,0.0,
eIDev-9cU4s,0.4032581150531769,https://youtube.com/watch?v=eIDev-9cU4s,0.0,0.0
UCsPL-f5VWc,0.40596604347229,https://youtube.com/watch?v=UCsPL-f5VWc,0.0,0.0
JnQgD-BCGbk,0.3064874112606048,https://youtube.com/watch?v=JnQgD-BCGbk,0.0,0.0
Jpunh-NvIus,0.2968169450759887,https://youtube.com/watch?v=Jpunh-NvIus,0.0,0.0
wHtGT-RO480,0.3073873817920685,https://youtube.com/watch?v=wHtGT-RO480,0.0,0.0
clTsW-y6DiQ,0.3093548417091369,https://youtube.com/watch?v=clTsW-y6DiQ,1.0,0.0
RElEm-ti0vM,0.298350065946579,https://youtube.com/watch?v=RElEm-ti0vM,0.0,
qoabh-F7XLQ,0.3014745712280273,https://youtube.com/watch?v=qoabh-F7XLQ,0.0,
Cbztq-XmXjE,0.2990264594554901,https://youtube.com/watch?v=Cbztq-XmXjE,0.0,0.0
hihqn-7mJtc,0.2971561253070831,https://youtube.com/watch?v=hihqn-7mJtc,1.0,
YQmoT-PhZR8,0.3025639653205871,https://youtube.com/watch?v=YQmoT-PhZR8,0.0,0.0
KXYnZ-rRDUI,0.3094035983085632,https://youtube.com/watch?v=KXYnZ-rRDUI,0.0,0.0
SUepb-mnpaU,0.1990606486797332,https://youtube.com/watch?v=SUepb-mnpaU,0.0,0.0
cPrGT-ALlfI,0.2078163176774978,https://youtube.com/watch?v=cPrGT-ALlfI,0.0,0.0
WdoNh-FHEaA,0.2041532546281814,https://youtube.com/watch?v=WdoNh-FHEaA,0.0,0.0
oozaz-ihsnQ,0.1909054666757583,https://youtube.com/watch?v=oozaz-ihsnQ,0.0,0.0
XtBnf-q4EaI,0.1940458863973617,https://youtube.com/watch?v=XtBnf-q4EaI,0.0,0.0
PNMDX-hwah8,0.2043102383613586,https://youtube.com/watch?v=PNMDX-hwah8,0.0,0.0
lRBCo-k9e_0,0.1909054666757583,https://youtube.com/watch?v=lRBCo-k9e_0,0.0,0.0
FauuK-1jabc,0.1970060169696808,https://youtube.com/watch?v=FauuK-1jabc,0.0,0.0
SXnNG-B1Zko,0.191179871559143,https://youtube.com/watch?v=SXnNG-B1Zko,0.0,0.0
SQgGR-eHqkw,0.2033936977386474,https://youtube.com/watch?v=SQgGR-eHqkw,0.0,0.0
sBwYI-0z5zQ,0.0926054641604423,https://youtube.com/watch?v=sBwYI-0z5zQ,0.0,0.0
qvxvd-vM67g,0.0914091169834137,https://youtube.com/watch?v=qvxvd-vM67g,0.0,0.0
pKcBk--L-7c,0.0947891026735305,https://youtube.com/watch?v=pKcBk--L-7c,0.0,0.0
cOgil-vW3OU,0.0914495512843132,https://youtube.com/watch?v=cOgil-vW3OU,0.0,0.0
JLtgn-0cfRs,0.0994952991604805,https://youtube.com/watch?v=JLtgn-0cfRs,0.0,0.0
AafLK-YCWUg,0.1085539162158966,https://youtube.com/watch?v=AafLK-YCWUg,0.0,
fnCvB-QXtL4,0.0968915522098541,https://youtube.com/watch?v=fnCvB-QXtL4,0.0,0.0
sELNa-tn1co,0.1024145632982254,https://youtube.com/watch?v=sELNa-tn1co,0.0,0.0
DaHiN-_UcK0,0.099992536008358,https://youtube.com/watch?v=DaHiN-_UcK0,0.0,0.0
UmFHk-P-8hA,0.1035907492041587,https://youtube.com/watch?v=UmFHk-P-8hA,0.0,0.0
HjhVK-aiHec,0.040021538734436,https://youtube.com/watch?v=HjhVK-aiHec,0.0,0.0
oizOO-0yBbw,0.0592549592256546,https://youtube.com/watch?v=oizOO-0yBbw,0.0,0.0
QmErk-ZPGgM,0.0540160425007343,https://youtube.com/watch?v=QmErk-ZPGgM,0.0,0.0
gTDQA-xxviQ,0.0452664420008659,https://youtube.com/watch?v=gTDQA-xxviQ,0.0,0.0
zXidB-Z9_CA,0.045272022485733,https://youtube.com/watch?v=zXidB-Z9_CA,0.0,0.0
NSbcy-NvBhA,0.0560582280158996,https://youtube.com/watch?v=NSbcy-NvBhA,0.0,0.0
UvcOo-k799A,0.0583903156220912,https://youtube.com/watch?v=UvcOo-k799A,0.0,0.0
SIwSL-WqyP4,0.0440066307783126,https://youtube.com/watch?v=SIwSL-WqyP4,0.0,0.0
EkCiI-FaFrk,0.0495000109076499,https://youtube.com/watch?v=EkCiI-FaFrk,0.0,0.0
dewbz-rl1Vc,0.0433359108865261,https://youtube.com/watch?v=dewbz-rl1Vc,0.0,0.0
lWixM-yc_mA,1.1490652468637563e-05,https://youtube.com/watch?v=lWixM-yc_mA,0.0,0.0
IgFLU-uUqO4,0.0002725684898905,https://youtube.com/watch?v=IgFLU-uUqO4,0.0,0.0
XFFgC-CVN1o,2.079976002278272e-05,https://youtube.com/watch?v=XFFgC-CVN1o,0.0,0.0
tQDda-QugFU,3.676374035421759e-05,https://youtube.com/watch?v=tQDda-QugFU,0.0,0.0
aKtnS-odODs,3.10300565615762e-05,https://youtube.com/watch?v=aKtnS-odODs,0.0,0.0
eKDGr-M6JZE,0.0002720921766012,https://youtube.com/watch?v=eKDGr-M6JZE,0.0,
JjyXb-NlNOE,1.0060697604785672e-05,https://youtube.com/watch?v=JjyXb-NlNOE,0.0,0.0
DRpoR-iBUFw,0.000262979127001,https://youtube.com/watch?v=DRpoR-iBUFw,0.0,0.0
ixyTZ-FBE5U,0.0002292638237122,https://youtube.com/watch?v=ixyTZ-FBE5U,0.0,0.0
dbmVo-PeCqI,1.1584485946514178e-05,https://youtube.com/watch?v=dbmVo-PeCqI,0.0,0.0
