id,__label__slk_Latn,link,text_lang,video_lang
uLXAG-2hU14,0.2954829335212707,https://youtube.com/watch?v=uLXAG-2hU14,0.0,0.0
EOfHw-DQKwA,0.2914102077484131,https://youtube.com/watch?v=EOfHw-DQKwA,0.0,0.0
NvRxa-UYqs8,0.3088164925575256,https://youtube.com/watch?v=NvRxa-UYqs8,0.0,0.0
wMLKb-2GLdE,0.3016461431980133,https://youtube.com/watch?v=wMLKb-2GLdE,0.0,0.0
jRmfZ-DGzTo,0.3009082078933716,https://youtube.com/watch?v=jRmfZ-DGzTo,0.0,0.0
JTKVg-XS-a8,0.2981803119182586,https://youtube.com/watch?v=JTKVg-XS-a8,0.0,0.0
sZUiT-czl6w,0.307484358549118,https://youtube.com/watch?v=sZUiT-czl6w,0.0,0.0
jizvX-YZOag,0.1945975124835968,https://youtube.com/watch?v=jizvX-YZOag,0.0,0.0
fcIWU-k8tos,0.1916401535272598,https://youtube.com/watch?v=fcIWU-k8tos,0.0,0.0
NNgpA-81dLc,0.1991528868675232,https://youtube.com/watch?v=NNgpA-81dLc,0.0,0.0
rgJFt-rOgYU,0.1999795138835907,https://youtube.com/watch?v=rgJFt-rOgYU,0.0,0.0
zlDTU-IT7N4,0.1999909281730651,https://youtube.com/watch?v=zlDTU-IT7N4,0.0,0.0
fKcko-5zlFU,0.2013593167066574,https://youtube.com/watch?v=fKcko-5zlFU,0.0,0.0
Ekoxo-6geJg,0.2013593167066574,https://youtube.com/watch?v=Ekoxo-6geJg,0.0,
uKFhp-1B35E,0.2057154476642608,https://youtube.com/watch?v=uKFhp-1B35E,0.0,0.0
ftjVo-QMpQI,0.1943569034337997,https://youtube.com/watch?v=ftjVo-QMpQI,0.0,0.0
oaGGb-CzRA8,0.2005927264690399,https://youtube.com/watch?v=oaGGb-CzRA8,0.0,0.0
ApBbh-WyKRE,0.1081234291195869,https://youtube.com/watch?v=ApBbh-WyKRE,0.0,0.0
euJql-hYRuU,0.1055060029029846,https://youtube.com/watch?v=euJql-hYRuU,0.0,0.0
zHLXW-6R9WM,0.093507595360279,https://youtube.com/watch?v=zHLXW-6R9WM,0.0,0.0
CItEZ--eBNs,0.0973608642816543,https://youtube.com/watch?v=CItEZ--eBNs,0.0,0.0
YnCnV-4gIGA,0.0928781628608703,https://youtube.com/watch?v=YnCnV-4gIGA,0.0,0.0
HaJuU-1s4FM,0.1099398806691169,https://youtube.com/watch?v=HaJuU-1s4FM,0.0,0.0
JJHSm-HT68M,0.1069472581148147,https://youtube.com/watch?v=JJHSm-HT68M,0.0,0.0
VniZi-eDSl8,0.1035701036453247,https://youtube.com/watch?v=VniZi-eDSl8,0.0,0.0
iumyy-hs26o,0.1047546342015266,https://youtube.com/watch?v=iumyy-hs26o,0.0,0.0
cOpmV-0vpLc,0.0902015641331672,https://youtube.com/watch?v=cOpmV-0vpLc,0.0,0.0
GNJst-dXhN0,0.0444866456091403,https://youtube.com/watch?v=GNJst-dXhN0,0.0,
jCwQB-94m6o,0.0422259904444217,https://youtube.com/watch?v=jCwQB-94m6o,0.5,0.0
ImYSv-lFlnM,0.0407638922333717,https://youtube.com/watch?v=ImYSv-lFlnM,0.0,0.0
tVWmK-QkVis,0.0411256588995456,https://youtube.com/watch?v=tVWmK-QkVis,0.0,0.0
DJqRN-H-2PE,0.0476153865456581,https://youtube.com/watch?v=DJqRN-H-2PE,0.0,0.0
ycVci-msT_M,0.0574366264045238,https://youtube.com/watch?v=ycVci-msT_M,0.0,0.0
UGoya-eS0mQ,0.0411628074944019,https://youtube.com/watch?v=UGoya-eS0mQ,0.0,0.0
ijRLq-s41v4,0.0523651801049709,https://youtube.com/watch?v=ijRLq-s41v4,0.0,0.0
RsVOO-hOdgA,0.0472374074161052,https://youtube.com/watch?v=RsVOO-hOdgA,0.0,0.0
QUEKm-QF7zc,0.0418003760278224,https://youtube.com/watch?v=QUEKm-QF7zc,0.0,0.0
xbpff-o82jQ,0.0023860863875597,https://youtube.com/watch?v=xbpff-o82jQ,0.0,0.0
mkPnY-De7ao,1.0524774552322924e-05,https://youtube.com/watch?v=mkPnY-De7ao,0.0,0.0
lATkK-vxylU,0.0005336858448572,https://youtube.com/watch?v=lATkK-vxylU,0.0,
XqfTm-aghP4,6.898218998685479e-05,https://youtube.com/watch?v=XqfTm-aghP4,0.0,0.0
jHqnl-ybYAU,0.0001268563792109,https://youtube.com/watch?v=jHqnl-ybYAU,0.0,0.0
IdzNy-f3v6Q,1.0508776540518738e-05,https://youtube.com/watch?v=IdzNy-f3v6Q,0.0,0.0
jizvx-jeQ_8,0.0006003579474054,https://youtube.com/watch?v=jizvx-jeQ_8,0.0,0.0
UKzJd-Wiv64,1.0002530871133786e-05,https://youtube.com/watch?v=UKzJd-Wiv64,0.0,0.0
dNymd-ap4J4,0.0006925697089172,https://youtube.com/watch?v=dNymd-ap4J4,0.0,0.0
DlwjI-VUW8w,0.000266420567641,https://youtube.com/watch?v=DlwjI-VUW8w,0.0,0.0
