id,__label__fin_Latn,link,text_lang,video_lang
eFGRD-ytZiw,0.5914039611816406,https://youtube.com/watch?v=eFGRD-ytZiw,0,0.0
sxPbH-l3GUc,0.6014156341552734,https://youtube.com/watch?v=sxPbH-l3GUc,0,0.0
SmmVY-AYkE4,0.4968831837177276,https://youtube.com/watch?v=SmmVY-AYkE4,0,0.0
bDpDd-sIM3c,0.4921997487545013,https://youtube.com/watch?v=bDpDd-sIM3c,0,0.0
MxTPh-hfPgU,0.5011130571365356,https://youtube.com/watch?v=MxTPh-hfPgU,0,0.0
iDOkW-IF4Rg,0.4930976629257202,https://youtube.com/watch?v=iDOkW-IF4Rg,0,0.0
lTQqt-Ee3B8,0.4933908581733703,https://youtube.com/watch?v=lTQqt-Ee3B8,0,0.0
qxuRU-MK8EE,0.504371166229248,https://youtube.com/watch?v=qxuRU-MK8EE,0,0.0
ufNUA-zR0wk,0.5016131401062012,https://youtube.com/watch?v=ufNUA-zR0wk,1,1.0
mVenG-3AmGU,0.5033533573150635,https://youtube.com/watch?v=mVenG-3AmGU,0,0.0
dGDJv-Iln4I,0.5078359842300415,https://youtube.com/watch?v=dGDJv-Iln4I,0,0.0
YkhyJ-8FnT8,0.4904884099960327,https://youtube.com/watch?v=YkhyJ-8FnT8,0,0.0
YQXgF-WLTgE,0.4005185067653656,https://youtube.com/watch?v=YQXgF-WLTgE,0,0.0
ESHWR-BTEzs,0.3925118744373321,https://youtube.com/watch?v=ESHWR-BTEzs,0,0.0
YLioj-lrcJk,0.3990096747875213,https://youtube.com/watch?v=YLioj-lrcJk,"0,5",1.0
zAkVv-nPnvI,0.3902984857559204,https://youtube.com/watch?v=zAkVv-nPnvI,0,0.0
qnpye-YEY9U,0.4071163237094879,https://youtube.com/watch?v=qnpye-YEY9U,0,0.0
SZKyI-p_Gy8,0.4077837169170379,https://youtube.com/watch?v=SZKyI-p_Gy8,0,0.0
xbWkd-emF1Q,0.4043496251106262,https://youtube.com/watch?v=xbWkd-emF1Q,0,0.0
Ywmpn-PNqeM,0.4025056958198547,https://youtube.com/watch?v=Ywmpn-PNqeM,0,0.0
KcexS-mKPJY,0.3979197442531585,https://youtube.com/watch?v=KcexS-mKPJY,0,0.0
MBpCe-Lok90,0.3921146094799042,https://youtube.com/watch?v=MBpCe-Lok90,0,0.0
hLvLX-Bka60,0.2970454394817352,https://youtube.com/watch?v=hLvLX-Bka60,0,0.0
uCvIF--S5k4,0.3035980761051178,https://youtube.com/watch?v=uCvIF--S5k4,0,0.0
Gaqfy-Efj7Q,0.3054495751857757,https://youtube.com/watch?v=Gaqfy-Efj7Q,0,0.0
Gasvp-xda1s,0.3084258735179901,https://youtube.com/watch?v=Gasvp-xda1s,0,0.0
nqVvM-1uz4k,0.2964687347412109,https://youtube.com/watch?v=nqVvM-1uz4k,0,0.0
GtSbe-yp5pg,0.2912169694900512,https://youtube.com/watch?v=GtSbe-yp5pg,0,0.0
GUpUb-dq_BM,0.2987397015094757,https://youtube.com/watch?v=GUpUb-dq_BM,0,0.0
RSCET-AUaI4,0.2925015389919281,https://youtube.com/watch?v=RSCET-AUaI4,0,0.0
UbfPc-GGHCQ,0.3032273054122925,https://youtube.com/watch?v=UbfPc-GGHCQ,0,0.0
nNYwY-bGmJs,0.297356903553009,https://youtube.com/watch?v=nNYwY-bGmJs,0,0.0
EOnov-EHmyg,0.2061172276735305,https://youtube.com/watch?v=EOnov-EHmyg,0,0.0
GVWgr-WZ6es,0.2028211504220962,https://youtube.com/watch?v=GVWgr-WZ6es,0,0.0
kTsFa-Xsj5k,0.1956252455711364,https://youtube.com/watch?v=kTsFa-Xsj5k,0,
obXje-a1uXU,0.1956308335065841,https://youtube.com/watch?v=obXje-a1uXU,0,0.0
Adimt-hHobM,0.2025507092475891,https://youtube.com/watch?v=Adimt-hHobM,0,0.0
eqEss-8CtKU,0.2099514454603195,https://youtube.com/watch?v=eqEss-8CtKU,0,0.0
cTuKp-PvUyE,0.1929723024368286,https://youtube.com/watch?v=cTuKp-PvUyE,0,0.0
uoaCp-eQfdk,0.1969446390867233,https://youtube.com/watch?v=uoaCp-eQfdk,0,0.0
tfZTL-4RlH4,0.2045419067144394,https://youtube.com/watch?v=tfZTL-4RlH4,0,0.0
nDznR-dz3lQ,0.1958925276994705,https://youtube.com/watch?v=nDznR-dz3lQ,0,0.0
WDMDt-L16lQ,0.0981882512569427,https://youtube.com/watch?v=WDMDt-L16lQ,0,
feqvR-f2N8M,0.0975982025265693,https://youtube.com/watch?v=feqvR-f2N8M,0,0.0
KFbsh-QxM2M,0.1088942661881446,https://youtube.com/watch?v=KFbsh-QxM2M,0,
WyfBE-oEfok,0.1082826033234596,https://youtube.com/watch?v=WyfBE-oEfok,0,0.0
FAJGn-n1wZk,0.1033625677227974,https://youtube.com/watch?v=FAJGn-n1wZk,0,0.0
TgtUx-bsX5M,0.1005880832672119,https://youtube.com/watch?v=TgtUx-bsX5M,0,0.0
URGmV-0CeQA,0.1004766821861267,https://youtube.com/watch?v=URGmV-0CeQA,0,0.0
Ryvuj-THMRM,0.0948378220200538,https://youtube.com/watch?v=Ryvuj-THMRM,0,0.0
FMuJS-iiffI,0.0926190391182899,https://youtube.com/watch?v=FMuJS-iiffI,0,0.0
lVcdB-7J_g4,0.1087467968463897,https://youtube.com/watch?v=lVcdB-7J_g4,0,0.0
JLmad-aRd4A,0.0446001105010509,https://youtube.com/watch?v=JLmad-aRd4A,0,0.0
CzCrR-vfM1w,0.0526754073798656,https://youtube.com/watch?v=CzCrR-vfM1w,0,0.0
FXrki-PyqM0,0.0419841296970844,https://youtube.com/watch?v=FXrki-PyqM0,0,0.0
VSlqs-lj-0c,0.0474734678864479,https://youtube.com/watch?v=VSlqs-lj-0c,0,0.0
sCmjs-8gX0I,0.0455605573952198,https://youtube.com/watch?v=sCmjs-8gX0I,0,0.0
sbVaZ-M87SY,0.0567835234105587,https://youtube.com/watch?v=sbVaZ-M87SY,0,0.0
uwnGo-PHPPE,0.0570106357336044,https://youtube.com/watch?v=uwnGo-PHPPE,0,0.0
ziBGn--pmRg,0.055162064731121,https://youtube.com/watch?v=ziBGn--pmRg,0,0.0
LHEzw-POR-A,0.0406073331832885,https://youtube.com/watch?v=LHEzw-POR-A,0,0.0
eZtFu-0Xqzk,0.0452707484364509,https://youtube.com/watch?v=eZtFu-0Xqzk,0,0.0
UGxKL-SrwGE,1.000000338535756e-05,https://youtube.com/watch?v=UGxKL-SrwGE,0,0.0
nyPof-q6DKY,2.333471638849005e-05,https://youtube.com/watch?v=nyPof-q6DKY,0,0.0
jzrVL-Gkj-s,1.0837719855771866e-05,https://youtube.com/watch?v=jzrVL-Gkj-s,0,0.0
ZHvsk-Zcqk0,0.0005869520246051,https://youtube.com/watch?v=ZHvsk-Zcqk0,0,0.0
Kuugo-AkP9A,0.0004139342054259,https://youtube.com/watch?v=Kuugo-AkP9A,0,0.0
szyQd-H52uQ,1.0003007446357516e-05,https://youtube.com/watch?v=szyQd-H52uQ,0,0.0
EWEuO-wF1Dc,0.0043087503872811,https://youtube.com/watch?v=EWEuO-wF1Dc,0,0.0
hkSaZ-YJdrs,0.0002004803391173,https://youtube.com/watch?v=hkSaZ-YJdrs,0,0.0
PpODw-2Wkso,1.1453475963207891e-05,https://youtube.com/watch?v=PpODw-2Wkso,0,0.0
BOdQA-9X2Yk,0.0028856315184384,https://youtube.com/watch?v=BOdQA-9X2Yk,0,0.0
