id,text,label_nld,class
1572579255363727361,Walking dead Zombi nefle kon avordi,0.3917082548141479,0.0
1572284830133669888,Salaah,0.395165354013443,0.0
1572374065557520385,Weekend is coming,0.3924309015274048,0.0
1572257803351334917,Sooper,0.4032692313194275,0.0
1572318244920336384,Holaaaa.,0.3999607861042022,0.0
1572266285723189248,Haaaaaard!,0.3940690457820892,0.0
1572353178758443011,De amex : 7252 (paja),0.5009691119194031,0.0
1572546365724717056,belli zaten svamsgamsgqkwg,0.507188081741333,0.0
1572552015578038273,Yoonkook,0.5048091411590576,0.0
1572268909612630017,Ga punya duid,0.4994208216667175,0.0
1572312616969830401,I believe in my wake-up autoguards.  Believe in wooondeeeerlaaaaand~,0.4974261522293091,0.0
1572294085020450817,omg ????????,0.5072228908538818,0.0
1572577929112203264,loh kak tere deact,0.5097041726112366,0.0
1572473998054944769,Office Hoe 4/5,0.5032421350479126,0.0
1572294440844398596,Summer …. Summer walker??,0.5000515580177307,0.0
1572400286806966272,aaaaaa walaupun bentar tp seneng bgt liatnha,0.4949341118335724,0.0
1572372903211180033,"Doneee, wml",0.605396568775177,0.0
1572594049248538624,Opooooo,0.6038041710853577,0.0
1572593980885569536,Soooo cute,0.6013187170028687,0.0
1572583544568041484,Ooooooh si,0.6051904559135437,0.0
1572550619495550982,jeongwoo,0.6001964807510376,0.0
1572559380549369857,(53) Woooo woooo!,0.6004223227500916,0.0
1572290632118407170,"Photo op mask time.  Singing in a bar no mask,",0.6047883629798889,0.0
1572410330436730881,Deu ruim !!!!,0.5973765850067139,0.0
1572500001791807489,JHooooooooope aaaaaaaaaaah,0.5959294438362122,0.0
1572549835458486275,Nog meer biased “alle ondernemers het land uit”-belastingadviseurs.,0.5939621925354004,1.0
1572479692195921920,jchilz keren bgt,0.6972071528434753,0.5
1572405772855934978,Erm ok,0.6974263787269592,0.0
1572274716970455043,Have fun bestie,0.6945831775665283,0.0
1572496759750029314,heelang anti mainstream,0.7046303749084473,1.0
1572241159543558147,"tristee, foco zeroooo kkkkkkk",0.7042292356491089,0.0
1572538643277058048,Golven N.Holland  cm | Scheef  cm | Zeeland  cm | uit  | Swell K13  cm N | Gem. Wind   | Zee: °C,0.6928244829177856,1.0
1572531001997545474,Nu al beter dan dat cokelied.,0.7070611119270325,1.0
1572580470126432262,De malas,0.698570191860199,0.0
1572522958069067776,miniñooootkm,0.69959956407547,0.0
1572497902248787968,Duel,0.6931909322738647,0.0
1572551351217033218,me pleek,0.8094344139099121,1.0
1572355199502635009,Dit noemt u growing old gracefully?,0.8035310506820679,1.0
1572498693252861954,"wow i.  Hellooeshuergh,      HELLO mmm, h ghebr brhtui3 hrgediherui4 3huithow Is you!",0.7902004718780518,0.0
1572510337517363200,gemes bgt tolong ini gemassssss overloaddddd aaaaaa,0.8088078498840332,0.0
1572590112114089990,Ya ALLAH khaaar,0.794649600982666,0.0
1572307153804746753,Oooh,0.8086260557174683,0.0
1572366605308526593,В эфире: Armin van Buuren - In And Out Of Love; (,0.8030103445053101,0.0
1572506363615641600,stream justjerk jg  keren bgt ayangku jho,0.7975360751152039,0.0
1572427250389385216,Dhoklaa,0.7971848845481873,0.0
1572246136655867904,Oooh,0.8086260557174683,0.0
1572318839425339393,Omooo,0.9002695679664612,0.0
1572240436869173248,Na lie jor,0.8904821276664734,0.0
1572387101265793025,bb koooo :((,0.9087077975273132,0.0
1572532297337016326,"Wat een stel oorlogshitsers daar in de tweede kamer, VVD en Volt.",0.9079185128211976,1.0
1572295686300864512,Okt 2021: 242 kWh verbruik &amp; 192 kWh opgewekt Nov 2021: 222 kWh verbruik &amp; 101 kWh opgewekt Dec 2021: 275 kWh verbruik &amp; 65 kWh opgewekt Jan 2022: 230 kWh verbruik &amp; 65 kWh opgewekt Feb 2022: 220 kWh verbruik &amp; 174 kWh opgewekt Mar 2022: 220 kWh verbruik &amp; 444 kWh opgewekt prima!,0.8923014998435974,1.0
1572510372107800576,Hanger*,0.8976391553878784,0.0
1572240212209864705,Stolen tweet + delusion,0.8942499160766602,0.0
1572522257649664003,Hun hun,0.89096599817276,0.0
1572349560902807554,Kevin Ginkel,0.9070491194725036,0.0
1572534707073748993,‘Select groepje’ zeitem. Elite!,0.909484088420868,1.0
1572569888908251137,bom diaa,0.9522830247879028,0.0
1572442268019331075,Sheeeeees,0.950289785861969,0.0
1572347768462802945,Nu op ZTACK: Green Green Grass van George Ezra!  Tune in op,0.9587225317955016,1.0
1572260806842015746,Oooooo 0_0,0.9521530866622924,0.0
1572239174081871873,Modaal is €36.500. Dan kan je rustig stellen dat vanaf 60.000 elite is.,0.9569144248962402,1.0
1572260088441618435,"Alleen nog ongehoord nederland, verder niets.",0.947681188583374,1.0
1572541156747100160,"De Koninkwijke Pwijs voow Vwije Schiwdewkunst is bedoewd om jonge, tawentvowwe schiwdews aan te moedigen in hun wewk aws kunstenaaw. Vandaag weikt Koning Wiwwem-Awexandew de pwijs uit aan Kenneth Aidoo, Eva Spiewenbuwg en Iwiée Zambwé in #paleisamsterdam.",0.9580235481262208,1.0
1572269266476597250,Kabinet verlaagt energierekening huishoudens en kleine ondernemers met gemiddeld €2200 ' Hoe worden stadsverwarming gebruikers gecompenseerd?,0.9589083790779114,1.0
1572593485236310019,belum bestiee,0.9537258744239808,0.0
1572261494594871303,3 jaar na datum,0.949041485786438,1.0
1572551030533156864,Wat fijn dat jij blijkbaar nog wel een warm huis en te eten hebt. Hoe vaak en hoeveel mensen nodig je uit die dat niet meer kunnen?,1.000009536743164,1.0
1572594676531863552,broer wat ben jij überhaupt,0.9976918697357178,1.0
1572529142167646213,Precies!Hij had  gelijk!,0.9995346069335938,1.0
1572503632087777284,Wat een gelul.,0.9999654293060304,1.0
1572495547273187329,"Eerst even lezen, heeft niets met Almere te maken.  Daarnaast kunnen we juist laten zien hoe je wel een voetbalwedstrijdje organiseert.",1.0000097751617432,1.0
1572521791171756033,"Dat de Kamer nou na 24 jaar nog steeds niet snapt dat je gewoon snel klaar bent als je #Wilders totaal niet interrumpeert. Nu geef je hem de kans om los te gaan, buiten zijn verhaaltje om dat hij zou afsteken.    #AlgemeneBeschouwingen",1.0000059604644775,1.0
1572328187064983554,Ik weet dat we er geen op overschot hebben maar waarom leveren we ook geen Dingo's? Binnenkort worden ze toch vervangen. Enfin. Kwestie dat we wat meer leveren dan alleen maar wat kleren en licht vuurwapens.,1.0000091791152954,1.0
1572477538324324355,"Ik heb voor 22-10 gereserveerd voor 15 personen bij Polles Keuken. We hebben 2 kinderstoelen nodig, zag pas later dat ik dit had moeten vermelden bij de opmerkingen. Zou je dit voor mij alsnog erbij kunnen vermelden?",0.9999918937683104,1.0
1572259748480942081,"Gut, echt een niveautje gtst.",0.9999743700027466,1.0
1572580418989457409,wat akelig voor iedereen er omheen,0.998495638370514,1.0
