id,text,label_eng,class
1572266681757474817,7,0.5916171073913574,0.0
1572322674629816320,That's awesome! UFC 2 effing 80  Enjoy Giorgi,0.5923498272895813,1.0
1572594281977610240,Just sex,0.602448582649231,1.0
1572391658041536516,;,0.5922289490699768,0.0
1572271394075049984,"Whale alert!  Someone moved 9,887 BTC ($188M) in block 754,971",0.5992995500564575,1.0
1572433873874866178,Ricooo,0.5971361994743347,0.0
1572534005010169859,and  #bigbilliondays2022 #iPhone13OnFlipkart  iPhone 13 price 41590,0.5982401371002197,1.0
1572540413302681606,Way to go Andrea Getts,0.698200523853302,1.0
1572474561660059649,"#SEO YouTube Is Monetizing Shorts With 45% Revenue Split via ,",0.696505069732666,1.0
1572302817540603907,Nearly enough roads for ك̷و̷د̶ ̸خ̷ص̸م̴  نمشي نون ZMM,0.7042751312255859,0.5
1572241380709371905,ilybilg oooooooooooo,0.7029184103012085,1.0
1572266499104182273,Super,0.6933388113975525,1.0
1572498144121823232,Sooo proud of u bby,0.6991756558418274,1.0
1572388258532950021,"Ultimate failure, but took a sheet ك̷و̷د̶ ̸خ̷ص̸م̴  • سـيفــئ  •   ADT115    • تو يو • تويو •  Y2",0.7032908797264099,0.5
1572413408661893120,"Cry, make going. It will ك̷و̷د̶ ̸خ̷ص̸م̴  نمشي نون ZMM",0.6993024349212646,0.5
1572330537318223879,"Education, boy. dying from ك̷و̷د̶ ̸خ̷ص̸م̴  نمشي نون ZMM",0.6965680122375488,0.5
1572246543482212353,If My Girlfriend Was a Superhero 20.09.22 17:29,0.7037060260772705,1.0
1572557646712156160,Eian is hot tttt  PIENALO SaTantiyahan WithEIAN,0.8022640347480774,0.5
1572526728890978304,"Followed, Sya. Ntky!",0.795724630355835,1.0
1572295441013932032,"DP World Tour  Cazoo French Open at Le Golf National, Paris  Former Masters champ Patrick Reed teeing-up  Checkout course and current form stats ...  #dpworldtour #golfstats",0.8003079295158386,1.0
1572497918157791233,Only going and minds not ك̷و̷د̶ ̸خ̷ص̸م̴  • سـيفــئ  •   ADT115    • تو يو • تويو •  Y2,0.7928310632705688,0.5
1572296880024952833,Las las they’ll be fine.,0.7948549389839172,1.0
1572298426129453064,AK-47 | Point Disarray (15$) #CSGOGiveaway   To enter:  -Follow  -Retweet -Sub + Like  (show proof)  Good Luck-Rolling in 48 hours,0.8068662285804749,1.0
1572402308163555331,Breathe …,0.8047193288803101,1.0
1572513273416929280,Putin my hero.,0.7922406792640686,1.0
1572461926214676481,okay frens ima rebrand myself im going emo!!!,0.8031447529792786,1.0
1572432954458263552,A powerful project  A powerful community  Is there any way but success? The solar energy project will improve the world  $FRZ #FARZEX #FRZSWAP #frz_solar_system #frzss #frzsschain #frztoken #FRZSS_RENEWABLE_ENERGY_TOKEN,0.7905431389808655,1.0
1572569150114897924,"Ignorance is a crime against ones self Our perceptions are influenced by our surroundings.  ك̷و̷د̶ ̸خ̷ص̸م̴   نمشي   نون   →ا͠ن͠اس͠☭-→ فوغا☭فوقا☭كلوسيت☭-→     , ☭ستاےلے☭ـ _______________         H112    نمشي     NY187    نون     8QX    فوغا",0.894329845905304,0.5
1572336094066233344,Is Trump in it?,0.8969984650611877,1.0
1572295966430208001,$PBF Real-time stock analyst ratings and target your prices:,0.8956102132797241,1.0
1572407978233368576,"Wizards are always troubled about the future. Support those that have supported you.  ك̷و̷د̶ ̸خ̷ص̸م̴   نمشي   نون   →ا͠ن͠اس͠☭-→ فوغا☭فوقا☭كلوسيت☭-→     , ☭ستاےلے☭ـ _______________         H112    نمشي     NY187    نون     8QX    فوغا",0.9023985266685486,0.5
1572284273440493568,"Yes, stop affirmation in which ك̷و̷د̶ ̸خ̷ص̸م̴  • سـيفــئ  •   ADT115    • تو يو • تويو •  Y2",0.9085028767585754,0.5
1572331109136105473,That you’ve favored the ك̷و̷د̶ ̸خ̷ص̸م̴  نمشي نون ZMM,0.9069128036499025,0.5
1572263190565908481,SIM,0.9096455574035645,0.0
1572498371495038980,Her properly I ever write ك̷و̷د̶ ̸خ̷ص̸م̴  نمشي نون ستايلي 7FF,0.894879937171936,0.5
1572521928233193472,SIM,0.9096455574035645,0.0
1572281006450941952,"this is advancement  ManaShares | ⁦⁩ Founders, ⁦⁩ Launch Crypto-Powered 5G Mobile Service | ⁦⁩  #web3 #blockchain #fintech #news #cryptocurrency #crypto #SearchingForMana",0.909683644771576,1.0
1572541331528097793,Must be new here.,0.950366735458374,1.0
1572249045913182209,Happy birthday bro,0.9566726088523864,1.0
1572432483362443264,"Never accept anything less than you deserve to remember, you teach people how to treat you  MYGZMOLINO_LIVE  #MygzMolino_LiveGuestonGMA #MYGZ_BunsoNgMasa #MYGZMOLINO",0.9511523246765136,1.0
1572480265108291584,My Ggg,0.9462881684303284,1.0
1572554625391149057,Just sold! jumping out of tops  #MVSales,0.9594745635986328,1.0
1572324971011272704,Happy #NFTDay! #NFTcollections   What do you get when you mix Snoop Dogg and a Shiba Inu? Snoop Doge!,0.952666699886322,1.0
1572348797950521344,こまちゃんおはよぉー  Love listening to #Yours_Jin and tuning in to #SuperTuna_Jin by #JIN #BTSJIN from,0.9408614635467528,0.5
1572534152469037056,Now Playing: My Boy Lollipop by APM Karaoke Listen at,0.949871838092804,1.0
1572568827564793857,"I started a trend, am I?",0.959119200706482,1.0
1572586072718315522,Achieve in things used to ك̷و̷د̶ ̸خ̷ص̸م̴  نمشي نون ZMM,0.9575390219688416,0.5
1572541440508727297,Nothing can hold you back today. You’re in a buoyant mood as t... More for Aries,0.9994882941246032,1.0
1572558740485984258,These people are nuts.,1.000007390975952,1.0
1572253251877347336,lead single NOW,0.9990953207015992,1.0
1572294960153755654,"You must learn day by day, year by year",1.0000100135803225,1.0
1572342613264502787,He would have an angry man can do anything at that point,1.000009298324585,1.0
1572433627694370818,"Says. ""You better, and be",0.9991668462753296,1.0
1572448755353546753,I’ve been saying this for the longest,0.9999969005584716,1.0
1572546085125758977,You’ve won the league once since 1990 allow it,0.9999849796295166,1.0
1572242635372523521,I have shared you my contact number.,1.0000019073486328,1.0
1572537524530315264,Exactly,1.000007152557373,1.0
